REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,POR_PART,COLECTIVAS,POR_COLE,TOTAL_PERS,POR_HOMBRES,HOMBRES,POR_MUJERES,MUJERES,DENSIDAD,MEDIA_MAS,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_VE,CUT,PERSONAS_0,Porc_0_5,PERSONAS_6,Porc_6_14,PERSONAS_1,Porc_15_64,PERSONAS_M,Porc_mas_65,PERSONAS_E,Porc_MIGR,PNac_MIG,PUEBLOS_IN,Porc_IND,PNac_IND,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VI_2,CANTIDAD_H,VIV_TIPO_C,vTip_Casa,VIV_TIPO_D,vTip_Dep,vOtro_Tip,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,Mat_Acep,VIV_MATE_1,Mat_Recup,VIV_MATE_2,Mat_Irrecup,VIV_AGUA_R,vAguRedPUB,VIV_AGUA_P,vAguPOZO,VIV_AGUA_C,vAguCAMION,VIV_AGUA_1,vAguRIO,Escudo,Latitud,Longitud
7,74,7408,REGIÓN DEL MAULE,LINARES,YERBAS BUENAS,6813,6811,99.97064435637752,2,0.02935564362248642,18081,50.467341408107956,9125,49.532658591892044,8956,69.6,menor,101.9,49.6,31.4,18.2,7408,1097,6.537544696066747,1937,11.543504171632895,11908,70.96543504171633,1838,10.953516090584028,18,0.09955201592832255,menor,502,2.7763951108898843,menor,6763,2,5876,6765,5963,6437,95.17965399970427,16,0.23658139878752033,4.583764601508207,1,22,269,0,18,485,2963,1272,534,593,15,727,1,5111,11,0,4,3,4679,393,406,301,66,3835,65.81431268234083,1912,32.81276814827527,80,1.3729191693839025,5316,91.12101474117243,386,6.6163866986630095,113,1.9369214946863216,19,0.32567706547823105,https://upload.wikimedia.org/wikipedia/commons/3/32/Escudo_de_Yerbas_Buenas.svg,-35.68922375,-71.54411612
16,161,16101,REGIÓN DEL ÑUBLE,DIGUILLÍN,CHILLÁN,67854,67744,99.83788722846111,110,0.1621127715388923,184739,47.37548649716628,87521,52.62451350283372,97218,388.9,menor,90.0,46.7,28.9,17.8,16101,11254,6.383509739191597,19491,11.055712486812103,125069,70.94181442784377,20484,11.618963346152537,1790,0.9689345509069552,menor,8300,4.492825012585324,menor,67684,109,60409,67793,61469,62893,92.92151764080138,3282,4.849004195969505,2.2294781632291176,3,434,685,8,379,10262,31163,14824,3303,500,172,9601,1419,48816,150,3,121,20,55512,1390,2438,601,71,51917,86.79305214236756,7573,12.660280522259558,327,0.5466673353728874,56415,94.03126875125008,3145,5.24201613440896,389,0.6483765584372292,47,0.07833855590372692,https://upload.wikimedia.org/wikipedia/commons/6/61/Escudo_de_Chill%C3%A1n.svg,-36.61749166,-72.12872443
16,161,16102,REGIÓN DEL ÑUBLE,DIGUILLÍN,BULNES,8751,8742,99.89715461090161,9,0.10284538909838875,21493,48.30409900897967,10382,51.69590099102032,11111,50.3,menor,93.4,51.1,29.9,21.3,16102,1286,6.476305584932265,2127,10.711587853150023,13840,69.69834315354787,2604,13.113763408369843,62,0.28846601219001533,menor,702,3.266179686409529,menor,8724,8,7072,8732,7161,8203,94.02796882164145,155,1.7767079321412198,4.1953232462173276,1,17,312,2,34,541,1869,3545,853,154,81,479,45,6448,19,0,21,10,6276,263,305,149,24,5336,76.32670576455442,1540,22.028322128450863,115,1.6449721069947076,5550,79.00355871886121,1297,18.462633451957295,158,2.2491103202846974,20,0.2846975088967972,https://upload.wikimedia.org/wikipedia/commons/6/65/%C3%91uble_location_map.svg,-36.79040304,-72.29002158
16,161,16103,REGIÓN DEL ÑUBLE,DIGUILLÍN,CHILLÁN VIEJO,11276,11267,99.92018446257538,9,0.07981553742461867,30907,47.177014915714885,14581,52.822985084285115,16326,117.2,menor,89.3,46.9,33.0,13.9,16103,2052,7.042833607907744,3782,12.980505216913784,20768,71.27951674903899,2534,8.697144426139483,111,0.35914194195489696,menor,1627,5.264179635681238,menor,11246,9,10020,11255,10124,10534,93.66886003912502,381,3.387871243108661,2.9432687177663155,2,38,253,2,36,1250,4782,3079,744,91,49,812,212,8881,28,1,20,4,9039,252,484,153,29,8273,83.43081887858007,1554,15.671641791044777,89,0.8975393303751513,9006,90.40353342702268,717,7.197349929732985,213,2.138124874523188,26,0.2609917687211403,https://upload.wikimedia.org/wikipedia/commons/3/31/Escudo_de_Chill%C3%A1n_Viejo.svg,-36.68035425,-72.19880518
16,161,16104,REGIÓN DEL ÑUBLE,DIGUILLÍN,EL CARMEN,4913,4909,99.91858335029514,4,0.08141664970486465,12044,49.54334108269678,5967,50.45665891730322,6077,18.1,menor,98.2,53.3,29.0,24.3,16104,631,5.570268361581921,1197,10.566737288135593,7765,68.54696327683615,1735,15.316031073446329,6,0.04981733643307871,menor,276,2.2915974759216207,menor,4908,4,4074,4912,4109,4714,96.04726976365117,0,0.0,3.9527302363488275,1,21,156,0,16,194,957,2098,610,71,130,256,7,3735,12,1,35,5,3240,262,285,210,52,2619,65.0521609538003,1214,30.153999006458022,193,4.79384003974168,1830,45.25222551928783,1753,43.348170128585565,195,4.821958456973293,266,6.577645895153314,https://upload.wikimedia.org/wikipedia/commons/6/65/%C3%91uble_location_map.svg,-36.92511127,-71.84711056
16,161,16105,REGIÓN DEL ÑUBLE,DIGUILLÍN,PEMUCO,3430,3425,99.85422740524781,5,0.1457725947521866,8448,49.96448863636363,4221,50.03551136363637,4227,15.0,menor,99.9,50.4,29.5,20.9,16105,464,5.915349311575727,822,10.479347271800101,5562,70.90770015298317,996,12.697603263641,0,0.0,menor,229,2.710700757575758,menor,3422,5,2773,3427,2792,3218,94.03857393337229,0,0.0,5.961426066627709,0,3,181,0,20,230,789,1183,371,153,44,208,0,2537,3,0,20,2,2330,142,154,121,17,1870,67.7536231884058,814,29.492753623188406,76,2.753623188405797,2034,73.53579175704989,573,20.715835140997832,116,4.1937816341287055,43,1.554591467823572,https://upload.wikimedia.org/wikipedia/commons/0/04/Escudo_de_Pemuco.svg,-36.98306468,-72.06784754
16,161,16106,REGIÓN DEL ÑUBLE,DIGUILLÍN,PINTO,5429,5414,99.72370602320869,15,0.27629397679130596,10827,49.28419691511961,5336,50.71580308488039,5491,9.8,menor,97.2,49.2,27.1,22.1,16106,475,4.846938775510204,951,9.704081632653061,7043,71.86734693877551,1331,13.581632653061224,20,0.18472337674332687,menor,315,2.9093931837073983,menor,5383,14,3719,5397,3747,5242,97.38064276425786,1,0.01857700167193015,2.600780234070214,1,7,98,0,34,214,554,2319,551,47,21,281,1,3404,7,0,11,3,3240,149,206,96,21,2720,73.55327203893997,925,25.01352082206598,53,1.4332071389940508,2401,64.90943498242768,845,22.844011895106785,178,4.812111381454447,275,7.434441741011084,https://upload.wikimedia.org/wikipedia/commons/3/3c/Escudo_de_Pinto_%28Chile%29.svg,-36.92145035,-71.49994428
16,161,16107,REGIÓN DEL ÑUBLE,DIGUILLÍN,QUILLÓN,10739,10734,99.95344073004935,5,0.04655926995064717,17485,49.55104375178724,8664,50.44895624821275,8821,43.0,menor,98.2,54.2,27.8,26.3,16107,838,5.225742080319281,1411,8.798952357196308,11169,69.64953853828885,2618,16.32576702419556,8,0.04575350300257364,menor,651,3.7231913068344293,menor,10661,5,6289,10666,6344,10317,96.77328580808555,10,0.09379983116030391,3.1329143607541425,0,13,260,2,59,301,1481,3494,812,101,78,535,5,5634,17,0,41,19,5093,364,510,207,77,4340,69.74128233970754,1700,27.318013819701108,183,2.9407038405913544,3962,63.31096196868009,1926,30.77660594439118,170,2.716522850751039,200,3.1959092361776924,https://upload.wikimedia.org/wikipedia/commons/5/58/Escudo_de_Quill%C3%B3n.svg,-36.81845806,-72.50180547
16,161,16108,REGIÓN DEL ÑUBLE,DIGUILLÍN,SAN IGNACIO,6651,6647,99.9398586678695,4,0.060141332130506694,16079,49.020461471484545,7882,50.979538528515455,8197,44.4,menor,96.2,50.7,28.4,22.3,16108,732,5.038546255506608,1453,10.001376651982378,10510,72.34306167400881,1833,12.617015418502204,22,0.13682442937993658,menor,349,2.170532993345357,menor,6640,4,5573,6644,5616,6361,95.79819277108433,1,0.015060240963855423,4.186746987951807,2,26,217,1,32,338,1360,2747,861,154,96,510,2,4971,16,1,36,3,4457,382,357,265,76,3645,66.11645202249228,1674,30.36459278070016,194,3.518955196807546,3269,59.04985549132948,2003,36.18135838150289,229,4.136560693641619,35,0.6322254335260116,https://upload.wikimedia.org/wikipedia/commons/7/7c/Escudo_de_San_Ignacio.svg,-36.8224479,-72.02940153
16,161,16109,REGIÓN DEL ÑUBLE,DIGUILLÍN,YUNGAY,8284,8265,99.77064220183486,19,0.22935779816513763,17787,50.396356889863384,8964,49.603643110136616,8823,21.6,menor,101.6,51.4,29.3,22.1,16109,905,5.5833179098031955,1789,11.037078166450737,11421,70.46085508051083,2094,12.918748843235239,0,0.0,menor,688,3.867993478383089,menor,8163,19,6168,8182,6204,7914,96.94965086365308,42,0.5145167217934583,2.535832414553468,4,23,138,4,38,442,1186,3492,932,41,58,457,5,5638,8,0,22,2,5264,223,454,172,26,4417,72.32683805469134,1595,26.117570001637464,95,1.555591943671197,5101,83.18656229615134,741,12.084148727984344,188,3.0658838878016956,102,1.663405088062622,https://upload.wikimedia.org/wikipedia/commons/f/f5/Escudo_de_Yungay.svg,-37.10466991,-71.93058293
16,162,16201,REGIÓN DEL ÑUBLE,ITATA,QUIRIHUE,5248,5234,99.73323170731707,14,0.26676829268292684,11594,48.98223218906331,5679,51.01776781093669,5915,19.8,menor,96.0,53.2,28.9,24.3,16201,460,4.443585780525503,1021,9.862828438948995,7382,71.30989180834621,1489,14.383693972179291,0,0.0,menor,332,2.8635501121269624,menor,5208,14,4248,5222,4278,4914,94.35483870967742,23,0.4416282642089093,5.203533026113661,1,17,231,2,20,174,1053,2197,557,208,51,330,6,3851,18,0,18,4,3724,126,243,79,54,3050,72.46376811594203,1045,24.827750059396532,114,2.70848182466144,3353,79.41733775461867,338,8.005684509711038,292,6.916153481762198,239,5.660824253908101,https://upload.wikimedia.org/wikipedia/commons/b/b9/Escudo_de_Quirihue.svg,-36.23559933,-72.54364758
16,162,16202,REGIÓN DEL ÑUBLE,ITATA,COBQUECURA,3213,3199,99.56427015250546,14,0.4357298474945534,5012,50.37909018355946,2525,49.620909816440545,2487,8.7,menor,101.5,53.9,22.7,31.2,16202,112,2.75049115913556,215,5.279960707269155,3105,76.2524557956778,640,15.717092337917485,4,0.07980845969672785,menor,213,4.249800478850759,menor,3193,14,1938,3207,1960,3016,94.45662386470404,0,0.0,5.543376135295958,1,17,136,0,23,79,342,1002,325,165,19,252,0,1665,7,0,7,2,1513,125,138,105,50,1173,60.96673596673596,682,35.446985446985444,69,3.5862785862785866,895,46.517671517671516,283,14.708939708939708,250,12.993762993762994,496,25.779625779625782,https://upload.wikimedia.org/wikipedia/commons/d/d6/Escudo_de_Cobquecura.svg,-36.18087979,-72.72059337
16,162,16203,REGIÓN DEL ÑUBLE,ITATA,COELEMU,6140,6128,99.80456026058631,12,0.19543973941368079,15995,49.221631759924975,7873,50.778368240075025,8122,46.5,menor,96.9,53.1,30.5,22.5,16203,908,6.1231370962303595,1625,10.958257468473937,10275,69.28990491604289,2021,13.628700519252815,4,0.02500781494216943,menor,736,4.601437949359174,menor,6077,12,5182,6089,5239,5835,96.01777192693763,12,0.19746585486259668,3.7847622181997735,0,30,173,0,27,340,1424,2629,663,66,43,484,3,4637,7,0,13,8,4676,76,253,128,17,3997,77.97502926258291,1056,20.600858369098713,73,1.424112368318377,3575,69.41747572815534,892,17.320388349514563,274,5.320388349514563,409,7.941747572815534,https://upload.wikimedia.org/wikipedia/commons/5/55/Escudo_de_Coelemu.svg,-36.5049812,-72.75042379
16,162,16204,REGIÓN DEL ÑUBLE,ITATA,NINHUE,2299,2297,99.91300565463244,2,0.08699434536755112,5213,49.2422789180894,2567,50.75772108191061,2646,12.9,menor,97.0,55.0,25.7,29.3,16204,219,4.785839160839161,326,7.124125874125873,3276,71.5909090909091,755,16.499125874125873,5,0.0959140610013428,menor,82,1.572990600422022,menor,2278,2,1882,2280,1892,2138,93.8542581211589,0,0.0,6.145741878841093,0,9,121,1,9,64,380,1076,234,105,18,123,1,1742,7,0,1,0,1471,124,156,92,32,1235,66.1134903640257,587,31.423982869379014,46,2.462526766595289,581,31.169527896995707,910,48.81974248927038,273,14.645922746781114,100,5.36480686695279,https://upload.wikimedia.org/wikipedia/commons/9/96/ESCUDO_COMUNA_Ninhue.JPG,-36.35675749,-72.40970676
16,162,16205,REGIÓN DEL ÑUBLE,ITATA,PORTEZUELO,2070,2067,99.85507246376811,3,0.14492753623188406,4862,49.691484985602635,2416,50.30851501439737,2446,16.8,menor,98.8,54.1,27.3,26.8,16205,127,3.1127450980392157,322,7.8921568627450975,3038,74.4607843137255,593,14.534313725490197,0,0.0,menor,46,0.9461127108185932,menor,2065,3,1724,2068,1748,1870,90.55690072639226,0,0.0,9.443099273607743,0,11,181,0,3,50,282,894,264,216,14,114,0,1578,23,0,1,0,1387,121,105,63,37,1023,60.0,633,37.12609970674487,49,2.873900293255132,1024,59.708454810495624,431,25.131195335276967,156,9.096209912536443,104,6.0641399416909625,https://upload.wikimedia.org/wikipedia/commons/1/12/Escudo_de_Portezuelo_%28Chile%29.svg,-36.54628209,-72.46663825
16,162,16206,REGIÓN DEL ÑUBLE,ITATA,RÁNQUIL,2826,2821,99.82307147912243,5,0.17692852087756544,5755,49.383145091225025,2842,50.616854908774975,2913,23.1,menor,97.6,58.3,28.0,30.3,16206,207,4.144973968762515,370,7.408890668802563,3541,70.905086103324,876,17.541049259110935,0,0.0,menor,161,2.797567332754127,menor,2816,5,2094,2821,2107,2650,94.10511363636364,0,0.0,5.89488636363636,1,6,145,0,14,96,355,1199,336,85,16,183,4,1886,5,0,4,1,1835,112,76,43,14,1457,70.35248672139063,580,28.005794302269436,34,1.6417189763399325,1397,67.1957671957672,350,16.835016835016837,109,5.242905242905243,223,10.726310726310727,https://upload.wikimedia.org/wikipedia/commons/d/de/Comuna_de_R%C3%A1nquil.svg,-36.64046309,-72.58795976
16,162,16207,REGIÓN DEL ÑUBLE,ITATA,TREGUACO,2524,2522,99.92076069730587,2,0.07923930269413629,5401,50.046287724495464,2703,49.953712275504536,2698,17.2,menor,100.2,52.7,27.8,24.9,16207,240,5.02828409805154,507,10.622250157133879,3389,71.00356170123612,637,13.345904043578463,0,0.0,menor,200,3.703017959637104,menor,2522,2,1982,2524,1997,2396,95.00396510705788,0,0.0,4.99603489294212,1,5,112,0,8,74,445,1140,228,53,37,94,0,1860,4,0,7,5,1676,54,147,66,21,1431,73.08478038815117,464,23.6976506639428,63,3.2175689479060265,1044,53.21100917431193,671,34.19979612640163,138,7.033639143730887,109,5.555555555555555,https://upload.wikimedia.org/wikipedia/commons/a/a5/Escudo_de_Trehuaco.svg,-36.42800703,-72.65978768
16,163,16301,REGIÓN DEL ÑUBLE,PUNILLA,SAN CARLOS,20980,20963,99.91897044804577,17,0.08102955195424213,53024,47.949984912492454,25425,52.05001508750754,27599,60.5,menor,92.1,51.0,29.5,21.5,16301,2745,5.57960851271419,5324,10.821798077118522,34802,70.74008577758806,6326,12.858507632579222,76,0.14333132166566084,menor,1234,2.3272480386240195,menor,20912,16,18073,20928,18223,20021,95.73928844682479,448,2.1423106350420813,2.1184009181331334,0,83,292,2,66,2030,7362,6432,1647,411,149,1713,129,16036,52,4,56,2,15585,692,1030,537,121,13874,77.46942877882628,3751,20.944776369423195,284,1.5857948517505165,15361,85.6625027883114,2262,12.614320767343296,235,1.3105063573499889,74,0.4126700869953156,https://upload.wikimedia.org/wikipedia/commons/7/7a/San_Carlos%2Cchile.jpg,-36.38574606,-72.01905717
16,163,16302,REGIÓN DEL ÑUBLE,PUNILLA,COIHUECO,10054,10048,99.9403222597971,6,0.05967774020290431,26881,49.938618354971915,13424,50.06138164502809,13457,15.2,menor,99.8,47.8,30.9,16.9,16302,1750,6.942791398873284,2910,11.544870268983576,17815,70.67761644053003,2731,10.834721891613109,55,0.20460548342695584,menor,1035,3.8503031881254417,menor,10044,5,8601,10049,8684,9784,97.41138988450815,5,0.049780963759458376,2.5388291517323864,13,17,201,0,24,372,1800,5092,1120,79,118,646,4,7865,18,1,28,7,7630,329,377,194,33,6530,76.5264268135474,1826,21.399273409117544,177,2.074299777335052,6660,77.84921098772648,1619,18.92460549386324,128,1.4962010520163649,148,1.7299824663939218,https://upload.wikimedia.org/wikipedia/commons/1/16/ESCUDO_COIHUECO.jpg,-36.70191544,-71.58173714
16,163,16303,REGIÓN DEL ÑUBLE,PUNILLA,ÑIQUÉN,4842,4837,99.89673688558447,5,0.10326311441553077,11152,50.3586800573888,5616,49.64131994261119,5536,22.6,menor,101.4,56.1,28.1,28.1,16303,567,5.562095350206003,1036,10.162840886796154,6888,67.56915832842849,1703,16.705905434569353,7,0.0627690100430416,menor,220,1.9727403156384504,menor,4835,5,4002,4840,4039,4660,96.38055842812823,0,0.0,3.619441571871775,0,8,149,4,14,270,1879,1167,376,249,48,281,5,3672,7,0,10,3,3212,304,238,161,71,2754,69.40524193548387,1093,27.545362903225808,121,3.0493951612903225,3071,77.2190093034951,844,21.222026653256222,53,1.332662811164194,9,0.2263012320844858,https://upload.wikimedia.org/wikipedia/commons/6/66/Escudo_de_%C3%91iqu%C3%A9n.svg,-36.3022965,-71.89790407
16,163,16304,REGIÓN DEL ÑUBLE,PUNILLA,SAN FABIÁN,2306,2298,99.65307892454467,8,0.3469210754553339,4308,51.137418755803154,2203,48.862581244196846,2105,2.8,menor,104.7,55.4,28.8,26.6,16304,205,5.287593500128965,337,8.69228785143152,2701,69.66726850657724,634,16.352850141862266,4,0.09285051067780872,menor,158,3.6675951717734447,menor,2285,7,1499,2292,1523,2170,94.9671772428884,1,0.0437636761487965,4.989059080962804,0,6,57,0,51,116,397,739,174,17,49,88,2,1373,2,0,30,1,1248,79,90,57,16,1063,71.4862138533961,339,22.797579018157364,85,5.716207128446537,1333,89.70390309555854,24,1.6150740242261103,21,1.4131897711978465,108,7.267833109017497,https://upload.wikimedia.org/wikipedia/commons/7/79/Escudo_de_San_Fabi%C3%A1n.svg,-36.57982319,-71.28775659
16,163,16305,REGIÓN DEL ÑUBLE,PUNILLA,SAN NICOLÁS,4727,4725,99.95768986672307,2,0.04231013327691982,11603,49.95259846591399,5796,50.04740153408601,5807,20.5,menor,99.8,49.6,27.8,21.8,16305,571,5.506268081002893,1046,10.08678881388621,7408,71.43683702989392,1345,12.970106075216972,14,0.12065845040075843,menor,273,2.3528397828147893,menor,4725,2,3958,4727,3989,4565,96.61375661375662,0,0.0,3.386243386243379,1,19,127,0,13,205,806,2096,603,209,34,246,1,3664,12,0,11,1,3217,287,231,151,53,2642,67.43236345074017,1184,30.219499744767734,92,2.348136804492088,2789,70.98498345635022,937,23.848307457368286,168,4.275897174853652,35,0.8908119114278442,https://upload.wikimedia.org/wikipedia/commons/a/a2/Escudo_de_San_Nicol%C3%A1s_%28Chile%29.svg,-36.47960775,-72.22838178
8,81,8101,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,85638,85352,99.6660361054672,286,0.33396389453280084,223574,48.13797668780806,107624,51.86202331219194,115950,1033.6,menor,92.8,39.2,21.8,17.3,8101,12366,5.787943889801593,18307,8.568646999077934,156837,73.4080345984807,26141,12.235374512639773,3287,1.4702067324465278,menor,18598,8.318498573179351,menor,85128,283,74923,85411,78403,52973,62.2274692228174,30254,35.53942298656141,2.2331077906211902,6,794,759,4,338,31697,24036,14672,3800,67,392,14250,13330,46267,123,2,430,16,70617,900,2233,606,28,66249,89.47005915241877,7027,9.490046727709801,770,1.0398941198714313,73324,98.47170368778706,379,0.5089844484435013,252,0.33842765437404315,507,0.6808842093953963,https://upload.wikimedia.org/wikipedia/commons/b/b1/Escudo_de_Concepción_%28Chile%29.svg,-36.83430328,-72.95082924
8,81,8102,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CORONEL,41175,41144,99.92471159684274,31,0.07528840315725562,116262,47.99418554643822,55799,52.00581445356178,60463,424.9,menor,92.3,47.6,33.2,14.4,8102,7504,7.022863613817372,13021,12.186128346950428,76613,71.70077959027057,9713,9.090228448961637,225,0.19352840997058368,menor,12832,11.037140252189023,menor,40224,31,35436,40255,35756,37641,93.57846062052506,1960,4.8727128082736675,1.5488265712012748,3,77,403,21,119,6659,16766,9455,2270,36,155,3989,678,30350,66,2,137,21,31300,461,2802,629,20,29041,82.78742267453461,5744,16.374469055560308,294,0.8381082699050715,34162,97.02632849555512,784,2.2267033996989407,9,0.025561646170013348,254,0.7214064585759323,https://upload.wikimedia.org/wikipedia/commons/d/d7/EscudoCoronel.JPG,-37.00721336,-73.12558414
8,81,8103,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,28959,28943,99.94474947339341,16,0.05525052660658172,85938,47.13281668179385,40505,52.867183318206145,45433,1354.6,menor,89.2,44.6,28.3,16.3,8103,5589,6.688446901701731,9527,11.401115339508388,59216,70.86474713386468,9230,11.045690624925205,412,0.47941539249226184,menor,7215,8.395587516581722,menor,28845,15,26454,28860,26776,24136,83.67481365921303,4363,15.125671693534409,1.1995146472525562,3,115,141,9,78,6572,10962,7123,1542,23,149,4989,1548,19518,59,1,193,7,24405,399,1175,300,13,22704,86.68626627467451,3166,12.088121873926157,321,1.2256118513993357,26187,99.48712103943468,54,0.20515158422612262,5,0.01899551705797432,76,0.28873185928120965,https://upload.wikimedia.org/wikipedia/commons/f/f1/Escudo_de_Chiguayante.svg,-36.90077817,-73.00518697
8,81,8104,REGIÓN DEL BIOBÍO,CONCEPCIÓN,FLORIDA,5172,5164,99.84532095901005,8,0.15467904098994587,10624,50.69653614457831,5386,49.30346385542169,5238,17.5,menor,102.8,51.5,25.9,25.6,8104,398,4.266266480866117,824,8.832672312144926,6742,72.26926787437024,1365,14.631793332618717,8,0.07530120481927711,menor,271,2.550828313253012,menor,5145,8,3685,5153,3699,4939,95.9961127308066,1,0.019436345966958212,3.984450923226447,0,5,185,1,14,131,431,2438,536,52,81,287,3,3331,6,0,24,14,3035,165,306,103,50,2505,68.70543060888646,1005,27.564454196379597,136,3.7301151947339553,1572,43.24621733149932,1683,46.29986244841815,63,1.733149931224209,317,8.720770288858322,https://upload.wikimedia.org/wikipedia/commons/f/ff/Escudo_de_Florida_%28Chile%29.svg,-36.82230618,-72.71779985
8,81,8105,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALQUI,9031,9012,99.78961355331636,19,0.21038644668364523,24333,48.67052973328402,11843,51.32947026671598,12490,45.5,menor,94.8,49.2,32.6,16.6,8105,1572,6.857142857142858,2910,12.693565976008724,16074,70.11559432933478,2369,10.333696837513632,25,0.10274113344018411,menor,1678,6.895984876505159,menor,8989,19,7644,9008,7731,8752,97.3634442095895,0,0.0,2.6365557904104975,0,20,180,1,36,573,1958,4109,856,54,82,536,8,6991,20,1,48,10,6552,233,581,187,54,5763,75.99894500857181,1650,21.759198206514572,170,2.241856784913623,6500,85.49256872287255,633,8.325660923319743,155,2.038668946468499,315,4.143101407339208,https://upload.wikimedia.org/wikipedia/commons/d/d0/Escudo_de_Hualqui.svg,-37.04476739,-72.87103496
